id,gender,age,country,days_on_site_in_2016
4011,,29,US,9
4012,M,39,US,1
4013,,53,US,25
4014,,31,US,1
4015,,30,US,19
4016,F,36,US,1
4017,F,48,US,2
4018,F,41,US,3
4019,M,25,US,9
4020,,26,US,26
4021,F,28,US,52
4022,,23,US,7
4023,F,27,US,9
4024,,28,US,23
4025,M,44,US,9
4026,F,54,CA,7
4027,,41,US,5
4028,F,38,US,2
4029,,30,US,4
4030,F,29,CA,15
4031,F,40,US,1
4032,F,38,US,4
4033,M,30,US,9
4034,M,51,US,13
4035,F,21,US,11
4036,,32,US,9
4037,,30,US,6
4038,,30,US,7
4039,F,21,US,2
4040,,49,US,17
4041,M,45,US,12
4042,F,39,US,8
4043,F,53,US,7
4044,M,23,US,5
4045,M,29,US,2
4046,F,49,US,48
4047,F,51,US,12
4048,F,22,US,2
4049,M,43,US,20
4050,,37,US,5
4051,M,43,US,5
4052,M,38,US,11
4053,F,38,US,10
4054,,49,CA,3
4055,F,40,US,33
4056,,49,CA,19
4057,M,48,US,2
4058,F,54,US,3
4059,F,41,US,13
4060,M,54,US,4
4061,F,32,US,22
4062,M,26,US,3
4063,,44,US,7
4064,F,21,US,4
4065,,26,US,1
4066,M,47,US,17
4067,M,33,US,3
4068,M,53,US,7
4069,,52,US,9
4070,,37,CA,39
4071,M,30,CA,3
4072,,52,US,5
4073,F,26,US,17
4074,M,40,US,1
4075,F,24,US,28
4076,M,38,US,22
4077,F,52,US,1
4078,M,34,US,6
4079,M,33,US,2
4080,,53,US,3
4081,,22,CA,42
4082,,24,US,27
4083,M,54,US,34
4084,M,31,US,15
4085,F,32,CA,2
4086,,54,US,13
4087,M,25,US,13
4088,,30,US,17
4089,M,24,US,46
4090,,35,US,8
4091,M,42,US,3
4092,,30,US,58
4093,F,33,US,10
4094,F,51,US,11
4095,,49,US,4
4096,,52,US,5
4097,F,35,US,2
4098,,26,US,1
4099,F,30,US,19
4100,F,46,US,7
4101,,37,US,1
4102,F,40,US,11
4103,M,33,US,7
4104,,38,US,4
4105,M,35,US,3
4106,M,54,US,1
4107,,48,US,17
4108,M,25,US,9
4109,F,51,CA,5
4110,,36,US,5
4111,M,43,US,5
4112,F,39,US,2
4113,M,54,US,6
4114,F,22,US,18
4115,,51,US,11
4116,F,42,CA,7
4117,F,39,US,17
4118,,26,US,2
4119,F,53,US,14
4120,M,42,US,24
4121,F,24,US,3
4122,M,31,US,1
4123,,39,US,12
4124,,25,US,1
4125,F,40,US,4
4126,,53,US,9
4127,,22,US,38
4128,F,40,US,11
4129,,23,US,14
4130,F,44,US,6
4131,M,28,CA,6
4132,F,50,US,18
4133,F,26,CA,2
4134,M,33,US,5
4135,F,50,US,7
4136,M,28,US,12
4137,F,46,US,6
4138,M,42,US,25
4139,,23,US,2
4140,M,31,US,14
4141,F,30,US,7
4142,,23,US,41
4143,F,22,US,3
4144,,26,US,2
4145,M,34,US,16
4146,,45,US,6
4147,F,42,US,4
4148,F,39,US,1
4149,F,28,US,13
4150,,37,CA,1
4151,,37,US,7
4152,M,34,US,1
4153,,34,US,16
4154,M,47,US,14
4155,F,30,US,3
4156,F,33,US,3
4157,F,25,US,14
4158,F,46,US,11
4159,,54,US,1
4160,,37,US,5
4161,F,27,US,2
4162,,48,US,4
4163,M,39,US,1
4164,,34,CA,1
4165,F,23,CA,2
4166,M,52,US,11
4167,F,21,US,4
4168,M,23,US,3
4169,F,51,US,15
4170,,45,US,4
4171,M,34,US,6
4172,,33,US,10
4173,M,31,US,4
4174,F,38,US,8
4175,F,53,US,1
4176,M,22,US,9
4177,F,28,US,4
4178,,29,US,5
4179,M,26,US,5
4180,M,51,CA,16
4181,M,47,US,2
4182,F,40,US,8
4183,,47,US,5
4184,M,32,US,1
4185,,22,US,5
4186,,22,US,3
4187,M,51,US,16
4188,,26,US,9
4189,,25,US,5
4190,,36,US,7
4191,,52,US,1
4192,F,33,US,4
4193,,36,CA,9
4194,,44,US,7
4195,M,23,US,9
4196,M,35,US,8
4197,F,42,US,5
4198,M,52,US,5
4199,M,52,US,29
4200,M,42,US,31
4201,F,43,US,16
4202,,42,US,1
4203,M,46,US,4
4204,,28,US,5
4205,M,44,US,14
4206,M,51,US,30
4207,M,48,US,15
4208,,40,US,2
4209,M,30,US,6
4210,F,54,CA,23
4211,,22,US,17
4212,,53,US,17
4213,,43,US,26
4214,M,22,US,6
4215,M,33,US,28
4216,F,37,US,7
4217,F,39,US,6
4218,F,29,US,8
4219,M,32,CA,18
4220,M,33,US,8
4221,,54,US,14
4222,,33,US,5
4223,M,39,CA,1
4224,F,21,US,1
4225,,37,US,10
4226,M,24,US,11
4227,M,36,US,5
4228,F,49,US,7
4229,M,29,US,1
4230,F,40,CA,1
4231,M,29,US,26
4232,,48,US,20
4233,F,26,US,12
4234,M,25,US,3
4235,M,24,US,15
4236,F,23,US,2
4237,,25,US,28
4238,M,44,US,9
4239,,47,US,14
4240,,41,US,9
4241,F,38,US,14
4242,M,34,US,7
4243,F,35,US,17
4244,,54,US,10
4245,F,44,US,4
4246,M,41,US,29
4247,M,51,US,12
4248,,35,US,24
4249,,27,US,8
4250,F,48,US,5
4251,,26,US,11
4252,F,34,CA,10
4253,F,41,US,8
4254,,24,US,7
4255,F,49,CA,7
4256,,32,US,2
4257,M,36,US,22
4258,M,26,US,23
4259,,23,US,12
4260,,28,US,3
4261,F,49,US,22
4262,,42,US,2
4263,,24,US,24
4264,F,48,US,2
4265,M,27,US,5
4266,M,23,US,22
4267,,47,US,5
4268,,28,US,13
4269,M,27,US,5
4270,M,53,CA,20
4271,,28,US,11
4272,M,43,US,2
4273,M,34,US,6
4274,M,44,US,1
4275,M,50,US,7
4276,M,31,US,29
4277,F,50,US,3
4278,,28,US,22
4279,,43,CA,7
4280,,35,US,1
4281,F,49,US,21
4282,,30,US,4
4283,F,26,US,24
4284,M,41,US,27
4285,M,52,US,3
4286,M,36,US,5
4287,,54,US,2
4288,M,22,CA,22
4289,F,22,US,18
4290,M,32,US,1
4291,M,27,US,21
4292,F,49,US,40
4293,M,38,US,11
4294,M,33,US,13
4295,F,42,US,1
4296,M,28,US,3
4297,M,34,CA,14
4298,M,31,US,44
4299,M,37,US,9
4300,,39,US,3
4301,,36,US,15
4302,,46,US,7
4303,M,24,US,8
4304,F,53,US,6
4305,F,23,US,5
4306,M,48,US,4
4307,M,42,US,24
4308,M,28,US,7
4309,,21,US,1
4310,F,37,US,26
4311,M,26,US,15
4312,F,21,US,36
4313,M,46,US,20
4314,,43,CA,2
4315,M,25,US,5
4316,,32,US,6
4317,F,35,US,6
4318,F,22,US,1
4319,,48,US,7
4320,M,43,US,45
4321,M,46,US,4
4322,F,43,US,2
4323,M,37,US,3
4324,M,51,US,4
4325,,47,US,2
4326,M,40,US,4
4327,M,39,US,19
4328,M,39,US,2
4329,F,36,US,1
4330,M,27,US,14
4331,F,50,US,7
4332,M,22,US,4
4333,F,35,US,13
4334,F,41,US,9
4335,M,31,US,1
4336,F,23,US,1
4337,M,23,CA,4
4338,F,24,US,4
4339,,27,US,5
4340,,40,US,25
4341,F,27,US,5
4342,M,36,US,15
4343,M,28,US,6
4344,,54,US,4
4345,M,41,US,66
4346,M,37,US,19
4347,M,38,US,34
4348,F,40,US,6
4349,M,21,US,8
4350,F,27,US,10
4351,F,35,US,8
4352,F,37,US,22
4353,,38,CA,16
4354,M,45,US,2
4355,,33,US,5
4356,F,21,US,6
4357,M,38,US,1
4358,,50,US,1
4359,,46,CA,2
4360,,45,US,49
4361,M,37,US,16
4362,M,39,US,21
4363,F,24,US,1
4364,M,26,US,18
4365,M,22,US,9
4366,F,47,US,23
4367,,43,US,11
4368,,30,US,9
4369,F,42,US,27
4370,,50,US,6
4371,,31,US,1
4372,,36,US,6
4373,,54,US,10
4374,,24,US,1
4375,M,26,US,5
4376,M,38,US,24
4377,M,29,US,19
4378,M,33,US,8
4379,F,34,US,5
4380,M,51,US,8
4381,F,51,US,17
4382,,32,US,9
4383,F,26,US,6
4384,M,45,US,7
4385,M,34,US,9
4386,M,31,CA,10
4387,F,23,US,8
4388,F,21,US,3
4389,F,23,US,7
4390,,32,US,15
4391,,35,CA,2
4392,,30,US,9
4393,F,49,US,7
4394,F,47,US,1
4395,F,42,US,13
4396,F,48,US,8
4397,,30,US,3
4398,,33,US,11
4399,M,45,US,5
4400,M,44,US,2
4401,M,26,US,6
4402,F,49,US,8
4403,M,28,US,6
4404,M,47,US,2
4405,,36,US,3
4406,,29,US,3
4407,,54,US,2
4408,M,47,US,2
4409,,24,US,16
4410,M,49,US,3
4411,F,49,US,5
4412,F,39,US,2
4413,,45,US,2
4414,M,48,US,26
4415,F,47,US,2
4416,F,27,US,1
4417,M,44,US,6
4418,,28,CA,4
4419,F,52,US,1
4420,F,26,US,12
4421,M,46,US,3
4422,F,43,US,2
4423,F,52,US,6
4424,M,47,US,6
4425,,46,US,20
4426,F,42,US,5
4427,M,22,US,8
4428,,44,US,40
4429,F,51,CA,5
4430,,26,US,2
4431,F,35,US,24
4432,,44,US,4
4433,M,45,US,24
4434,F,35,US,1
4435,F,37,CA,2
4436,F,26,US,1
4437,,45,US,1
4438,,35,US,2
4439,F,39,US,8
4440,F,48,US,11
4441,M,24,US,4
4442,M,38,US,1
4443,,34,US,8
4444,,23,US,6
4445,F,39,US,1
4446,M,46,US,6
4447,F,53,US,22
4448,F,25,US,16
4449,,28,US,10
4450,M,45,US,8
4451,M,28,US,23
4452,,48,US,2
4453,M,41,CA,19
4454,F,28,US,5
4455,F,31,US,7
4456,M,46,US,11
4457,,22,US,7
4458,M,54,CA,16
4459,M,50,US,20
4460,F,49,US,4
4461,F,46,US,1
4462,M,45,US,10
4463,M,23,US,1
4464,,29,US,19
4465,F,29,US,11
4466,M,48,US,4
4467,F,22,US,2
4468,F,45,US,4
4469,M,47,US,9
4470,,30,US,5
4471,F,52,US,3
4472,F,49,US,15
4473,M,30,US,2
4474,,50,US,4
4475,M,32,US,12
4476,M,40,US,24
4477,,40,CA,29
4478,M,38,US,1
4479,M,50,US,10
4480,M,41,US,1
4481,F,51,US,3
4482,,23,US,5
4483,F,53,US,14
4484,M,34,US,1
4485,F,25,US,4
4486,,46,US,8
4487,F,52,US,4
4488,F,41,US,3
4489,M,37,US,18
4490,F,32,CA,4
4491,,50,US,11
4492,M,52,US,21
4493,,26,US,4
4494,,51,US,14
4495,M,31,CA,7
4496,,49,US,14
4497,F,28,US,13
4498,M,43,US,22
4499,,37,US,31
4500,,39,US,35
4501,,54,US,5
4502,,22,US,1
4503,M,22,US,10
4504,,25,CA,8
4505,,28,US,2
4506,,53,US,6
4507,F,46,US,10
4508,M,42,US,20
4509,,45,CA,22
4510,,36,US,1
4511,M,49,US,3
4512,,53,US,11
4513,F,31,US,4
4514,M,33,US,8
4515,F,51,US,14
4516,,49,US,3
4517,F,54,US,28
4518,,40,US,5
4519,,25,US,1
4520,M,47,US,2
4521,F,50,CA,4
4522,,48,US,9
4523,M,25,US,37
4524,,27,US,11
4525,F,47,US,24
4526,F,24,CA,1
4527,M,35,US,5
4528,F,21,US,2
4529,F,40,US,12
4530,M,25,US,20
4531,F,29,CA,4
4532,F,23,US,1
4533,F,42,US,8
4534,M,23,US,2
4535,,24,US,15
4536,,33,US,12
4537,M,24,US,4
4538,,50,US,19
4539,M,24,US,20
4540,M,37,US,9
4541,M,21,US,5
4542,F,41,US,7
4543,M,48,US,10
4544,,49,US,5
4545,,30,US,42
4546,M,36,US,7
4547,M,44,CA,74
4548,M,50,US,37
4549,F,23,CA,9
4550,F,47,CA,24
4551,F,52,US,2
4552,M,31,US,2
4553,,27,US,13
4554,,45,US,29
4555,F,48,US,8
4556,,35,US,7
4557,,45,US,40
4558,F,45,US,8
4559,F,51,US,4
4560,F,39,US,8
4561,F,42,US,4
4562,M,41,US,5
4563,F,40,US,20
4564,M,28,US,2
4565,M,44,US,3
4566,F,38,US,2
4567,M,46,US,1
4568,F,43,US,4
4569,M,42,US,7
4570,,44,US,34
4571,,48,US,10
4572,M,50,US,3
4573,M,30,US,6
4574,F,45,US,46
4575,,48,US,4
4576,M,48,US,8
4577,,28,US,1
4578,M,39,US,9
4579,M,38,US,2
4580,F,40,US,3
4581,M,47,CA,23
4582,F,22,US,7
4583,F,39,US,2
4584,F,46,US,8
4585,,39,CA,1
4586,M,47,US,14
4587,M,52,US,8
4588,M,46,US,29
4589,,27,US,2
4590,F,39,US,1
4591,M,46,US,6
4592,F,24,US,2
4593,,46,US,3
4594,F,29,US,5
4595,,24,US,6
4596,M,37,CA,1
4597,,25,US,9
4598,F,50,US,20
4599,M,36,US,3
4600,M,21,US,14
4601,F,47,US,30
4602,,40,US,2
4603,,47,CA,11
4604,M,38,US,2
4605,,40,US,17
4606,M,35,US,11
4607,,34,US,3
4608,,32,CA,3
4609,F,42,CA,3
4610,,23,US,5
4611,F,22,CA,7
4612,M,45,US,13
4613,M,50,US,7
4614,,25,US,1
4615,M,48,US,21
4616,F,53,US,29
4617,,29,US,3
4618,F,26,US,9
4619,,47,US,16
4620,F,32,US,15
4621,F,33,US,12
4622,M,36,US,3
4623,F,27,US,19
4624,F,47,US,10
4625,M,31,US,12
4626,F,35,US,14
4627,,37,US,21
4628,,34,US,2
4629,,31,US,33
4630,M,31,US,12
4631,M,49,US,2
4632,F,52,US,31
4633,F,47,US,4
4634,,30,US,15
4635,M,54,CA,11
4636,F,37,US,19
4637,,28,US,7
4638,M,54,US,23
4639,M,49,US,8
4640,,47,US,11
4641,F,39,US,23
4642,,28,US,5
4643,,52,CA,4
4644,M,25,US,23
4645,M,37,US,20
4646,M,45,US,4
4647,M,34,US,8
4648,M,38,US,4
4649,,48,US,17
4650,,24,US,9
4651,F,23,US,14
4652,,53,US,13
4653,,38,US,2
4654,F,40,US,21
4655,M,38,US,58
4656,,41,US,2
4657,F,41,US,6
4658,F,25,US,2
4659,M,22,US,2
4660,F,30,CA,11
4661,,24,US,8
4662,M,48,US,4
4663,M,27,US,17
4664,,28,US,9
4665,M,53,CA,26
4666,F,27,US,5
4667,M,39,US,1
4668,,29,US,1
4669,F,37,US,5
4670,,54,US,5
4671,,40,US,20
4672,M,35,US,45
4673,,39,US,12
4674,F,42,US,8
4675,F,34,US,18
4676,F,37,US,21
4677,F,49,US,4
4678,M,33,US,6
4679,M,37,US,31
4680,F,54,US,9
4681,F,32,US,4
4682,,31,US,12
4683,F,36,US,8
4684,F,37,US,41
4685,M,40,US,5
4686,,21,US,1
4687,,21,US,2
4688,,49,US,23
4689,,48,US,7
4690,M,23,US,25
4691,,50,US,9
4692,,45,US,9
4693,,33,US,19
4694,M,36,US,13
4695,F,41,US,1
4696,,48,US,12
4697,,36,US,9
4698,,44,US,14
4699,,53,US,14
4700,,46,US,34
4701,M,40,US,7
4702,M,21,US,2
4703,M,44,CA,6
4704,F,28,US,3
4705,,40,US,28
4706,,29,US,13
4707,,35,US,40
4708,,22,US,3
4709,F,32,US,2
4710,M,31,CA,3
4711,,32,US,7
4712,F,24,CA,1
4713,F,52,US,5
4714,M,30,US,18
4715,,46,US,15
4716,,46,US,3
4717,,26,US,18
4718,M,54,US,16
4719,,22,US,1
4720,F,27,US,3
4721,,28,US,3
4722,F,42,US,4
4723,F,31,US,3
4724,M,50,US,10
4725,M,39,US,4
4726,F,40,US,31
4727,F,39,US,6
4728,M,54,US,4
4729,M,39,US,20
4730,,54,US,16
4731,M,52,US,2
4732,,25,US,1
4733,F,28,US,5
4734,,35,CA,10
4735,F,27,CA,22
4736,M,38,US,19
4737,M,36,US,4
4738,F,44,CA,1
4739,,50,US,17
4740,M,26,US,19
4741,F,31,US,5
4742,F,24,US,1
4743,M,33,US,47
4744,,52,US,2
4745,M,50,US,6
4746,,42,US,11
4747,M,28,US,15
4748,,29,US,5
4749,,44,US,3
4750,F,47,CA,12
4751,,29,US,24
4752,M,39,US,1
4753,M,52,US,1
4754,,24,US,3
4755,F,30,US,23
4756,F,48,CA,1
4757,M,30,US,4
4758,F,23,US,5
4759,F,29,CA,18
4760,,42,US,5
4761,F,54,US,43
4762,F,22,US,3
4763,,30,CA,34
4764,,44,US,3
4765,F,28,US,25
4766,F,28,US,15
4767,M,33,CA,2
4768,M,30,US,14
4769,,50,US,6
4770,,47,US,8
4771,M,30,US,7
4772,,35,US,3
4773,M,46,US,12
4774,,24,US,8
4775,,30,US,14
4776,M,51,CA,2
4777,F,42,US,7
4778,F,32,US,12
4779,,47,US,39
4780,,36,US,17
4781,M,47,US,34
4782,,54,US,4
4783,F,44,US,8
4784,M,42,US,1
4785,M,51,US,18
4786,M,51,US,12
4787,M,29,US,4
4788,,36,US,3
4789,F,43,US,11
4790,,22,US,6
4791,,28,US,25
4792,F,28,US,3
4793,,41,US,6
4794,,52,US,1
4795,M,54,US,14
4796,,50,US,22
4797,,49,US,4
4798,,42,US,12
4799,M,39,US,33
4800,F,47,US,3
4801,F,36,US,18
4802,,40,US,6
4803,M,37,US,4
4804,M,48,US,3
4805,M,24,US,25
4806,M,31,US,20
4807,F,35,US,2
4808,M,21,US,54
4809,F,21,US,9
4810,M,50,US,21
4811,F,42,US,19
4812,,48,US,37
4813,F,28,US,7
4814,F,26,US,45
4815,M,53,US,5
4816,,42,US,2
4817,F,53,US,32
4818,M,53,US,14
4819,M,32,US,17
4820,M,35,CA,13
4821,F,52,US,23
4822,F,49,US,17
4823,M,21,US,13
4824,,33,CA,28
4825,,53,US,9
4826,M,48,US,12
4827,,26,US,3
4828,M,37,US,5
4829,,42,US,1
4830,F,28,CA,2
4831,M,40,US,17
4832,M,45,US,8
4833,F,34,US,29
4834,,27,US,5
4835,,36,US,29
4836,,45,US,17
4837,,21,US,3
4838,F,42,US,20
4839,M,45,CA,1
4840,,51,US,4
4841,M,52,US,3
4842,,27,US,26
4843,F,26,US,21
4844,F,39,US,16
4845,M,30,US,6
4846,,37,US,4
4847,M,23,US,10
4848,F,41,US,17
4849,,26,US,4
4850,,25,US,10
4851,,34,US,1
4852,,43,US,1
4853,,51,CA,32
4854,F,34,US,5
4855,M,25,US,4
4856,F,25,US,3
4857,F,46,US,7
4858,M,41,US,5
4859,F,44,US,6
4860,M,21,US,3
4861,,43,CA,13
4862,F,30,CA,5
4863,M,24,US,11
4864,,24,US,18
4865,,31,US,1
4866,M,35,US,17
4867,,49,US,6
4868,F,43,US,29
4869,,49,US,33
4870,F,43,CA,17
4871,M,23,US,18
4872,F,24,US,15
4873,,53,US,5
4874,,45,US,15
4875,,34,US,3
4876,,24,CA,17
4877,M,46,US,6
4878,F,35,US,10
4879,M,51,US,12
4880,,46,US,48
4881,M,36,US,8
4882,F,37,US,18
4883,F,23,US,2
4884,,40,US,26
4885,M,30,CA,3
4886,F,32,US,5
4887,F,22,US,1
4888,M,27,US,2
4889,,51,US,1
4890,F,41,CA,2
4891,,51,US,23
4892,M,40,US,8
4893,F,23,US,5
4894,F,35,US,2
4895,F,51,US,10
4896,F,34,US,1
4897,F,24,US,8
4898,,52,US,2
4899,F,44,US,8
4900,M,32,US,5
4901,,30,US,11
4902,M,46,US,6
4903,F,41,US,1
4904,,44,US,7
4905,F,28,US,8
4906,M,44,US,9
4907,M,22,US,7
4908,M,50,US,31
4909,F,33,US,3
4910,M,38,US,6
4911,,44,US,23
4912,F,33,US,17
4913,,50,US,15
4914,F,30,US,3
4915,,39,US,19
4916,M,36,US,7
4917,,44,US,3
4918,F,22,US,40
4919,M,44,US,11
4920,F,27,US,10
4921,M,45,US,1
4922,M,25,US,4
4923,,43,US,15
4924,,24,US,9
4925,,49,US,6
4926,F,47,US,10
4927,F,32,US,3
4928,M,46,US,2
4929,,34,US,1
4930,F,34,US,19
4931,,46,US,26
4932,F,46,US,13
4933,,34,CA,16
4934,M,26,CA,19
4935,M,53,US,2
4936,M,29,US,4
4937,M,27,US,3
4938,,50,US,8
4939,,50,US,33
4940,,54,US,2
4941,M,23,US,6
4942,F,33,US,14
4943,M,48,CA,21
4944,,40,US,5
4945,F,37,US,30
4946,M,44,US,1
4947,M,42,US,9
4948,,37,US,12
4949,F,33,US,9
4950,,39,US,6
4951,F,38,US,25
4952,F,34,US,6
4953,F,30,US,26
4954,,39,US,11
4955,F,41,US,18
4956,F,49,CA,1
4957,M,33,CA,29
4958,,35,US,24
4959,F,49,US,7
4960,,23,US,1
4961,,53,CA,3
4962,,37,US,8
4963,F,30,US,5
4964,F,29,US,1
4965,,52,US,9
4966,M,32,US,46
4967,F,41,US,7
4968,M,42,US,17
4969,,51,US,13
4970,,41,US,5
4971,M,47,US,5
4972,F,21,US,42
4973,M,49,US,15
4974,,45,US,1
4975,,51,US,7
4976,F,43,US,8
4977,M,27,CA,26
4978,,50,US,1
4979,F,28,US,1
4980,F,39,US,24
4981,F,28,US,16
4982,M,31,US,1
4983,M,40,US,22
4984,,37,US,2
4985,M,47,US,5
4986,F,46,CA,3
4987,M,30,US,1
4988,,41,US,2
4989,,29,US,9
4990,F,44,US,3
4991,,28,US,3
4992,,23,US,11
4993,,42,US,1
4994,F,29,CA,4
4995,M,48,US,6
4996,F,25,US,6
4997,,41,US,12
4998,F,42,US,4
4999,,48,US,2
5000,F,37,US,32
5001,,36,US,9
5002,F,29,CA,5
5003,,23,CA,13
5004,F,28,US,9
5005,M,24,US,15
5006,M,48,US,15
5007,M,42,US,16
5008,F,33,US,11
5009,M,38,US,7
5010,,43,US,28
5011,,40,US,12
5012,M,41,US,11
5013,,26,US,25
5014,F,42,US,1
5015,,31,US,12
5016,F,51,US,1
5017,,39,US,20
5018,M,37,US,7
5019,F,42,US,13
5020,M,40,US,8
5021,,22,US,14
5022,,30,US,2
5023,M,41,US,3
5024,,53,US,14
5025,M,31,CA,1
5026,,22,US,1
5027,F,27,US,1
5028,F,31,CA,3
5029,F,24,CA,4
5030,,22,US,10
5031,M,32,US,21
5032,F,23,US,10
5033,M,23,US,1
5034,F,46,US,3
5035,,49,US,2
5036,,30,US,8
5037,M,23,US,5
5038,M,31,US,2
5039,F,34,US,1
5040,,27,US,1
5041,F,25,US,11
5042,M,52,US,9
5043,F,44,US,1
5044,,36,US,1
5045,F,26,US,40
5046,F,33,US,1
5047,M,45,US,4
5048,M,21,US,13
5049,F,49,US,7
5050,F,21,US,40
5051,F,35,US,6
5052,M,54,US,24
5053,M,38,US,5
5054,F,25,US,10
5055,,29,US,14
5056,F,53,US,3
5057,M,52,US,6
5058,,35,US,1
5059,F,43,US,11
5060,,49,US,6
5061,,34,US,3
5062,,30,US,15
5063,,50,US,10
5064,F,42,US,14
5065,F,50,US,3
5066,M,32,CA,4
5067,M,49,US,8
5068,M,49,US,9
5069,,30,US,7
5070,,23,US,2
5071,M,50,US,3
5072,F,42,US,21
5073,F,48,US,2
5074,M,48,US,2
5075,M,30,US,4
5076,M,50,US,12
5077,F,46,CA,6
5078,F,35,US,1
5079,M,24,US,9
5080,,29,US,3
5081,F,31,US,20
5082,M,43,US,8
5083,,37,US,1
5084,M,33,US,21
5085,,47,US,7
5086,,30,US,11
5087,M,26,US,10
5088,,28,US,16
5089,,25,US,7
5090,,26,US,14
5091,M,34,US,7
5092,M,38,CA,1
5093,,48,CA,14
5094,,30,US,18
5095,M,40,US,15
5096,F,49,US,12
5097,,44,US,11
5098,F,42,US,2
5099,,40,US,11
5100,M,37,CA,15
5101,F,41,US,10
5102,,39,US,16
5103,M,40,US,15
5104,,32,US,4
5105,,38,US,16
5106,F,44,US,2
5107,M,33,US,2
5108,M,49,US,10
5109,M,51,US,9
5110,F,45,US,23
5111,M,38,US,28
5112,F,47,US,7
5113,,35,US,3
5114,M,32,US,3
5115,,21,US,10
5116,M,49,US,15
5117,,44,US,12
5118,M,27,US,34
5119,M,39,US,7
5120,M,39,US,3
5121,,51,US,8
5122,M,23,US,29
5123,,21,US,23
5124,F,33,US,53
5125,F,48,US,11
5126,F,41,US,3
5127,F,31,US,22
5128,M,22,US,12
5129,M,48,US,1
5130,F,40,US,3
5131,,29,US,5
5132,M,34,US,28
5133,F,51,US,12
5134,F,53,US,9
5135,,26,CA,3
5136,M,24,US,27
5137,F,30,US,2
5138,,48,US,5
5139,,51,US,7
5140,F,28,US,2
5141,,21,US,23
5142,F,28,CA,32
5143,F,37,US,10
5144,M,33,US,24
5145,M,36,US,12
5146,F,49,US,5
5147,M,41,US,1
5148,M,34,US,15
5149,M,42,US,13
5150,F,36,US,10
5151,,24,US,16
5152,M,31,US,1
5153,M,35,US,5
5154,F,31,US,29
5155,M,28,US,2
5156,F,53,US,1
5157,F,33,US,1
5158,F,42,US,12
5159,,42,US,15
5160,M,25,US,3
5161,F,43,US,10
5162,F,31,US,16
5163,F,40,CA,7
5164,,28,US,4
5165,,49,US,26
5166,F,22,US,3
5167,,43,US,6
5168,M,36,US,18
5169,F,25,US,14
5170,M,39,US,12
5171,M,27,US,19
5172,,22,US,44
5173,F,32,US,10
5174,M,27,US,2
5175,,36,US,5
5176,M,39,US,9
5177,F,37,US,3
5178,M,34,US,2
5179,F,30,US,7
5180,M,28,US,1
5181,F,25,US,21
5182,,27,US,10
5183,F,35,US,17
5184,M,30,US,2
5185,F,45,US,11
5186,F,40,US,6
5187,M,22,US,2
5188,,37,CA,3
5189,,42,US,24
5190,F,28,US,9
5191,,42,US,10
5192,F,39,US,2
5193,F,46,US,6
5194,F,43,US,58
5195,F,32,US,2
5196,F,39,US,12
5197,,32,CA,2
5198,,53,US,4
5199,M,31,US,5
5200,F,46,US,3
5201,,49,US,6
5202,F,30,US,5
5203,F,22,US,19
5204,M,21,US,7
5205,M,43,US,6
5206,F,31,US,2
5207,F,22,CA,16
5208,,48,US,11
5209,M,24,US,6
5210,M,32,US,1
5211,,54,US,13
5212,,31,CA,1
5213,,37,US,17
5214,F,29,US,5
5215,M,30,US,36
5216,F,53,US,6
5217,M,28,US,36
5218,M,46,US,12
5219,,50,US,16
5220,,27,CA,2
5221,,42,US,3
5222,F,36,US,6
5223,F,36,US,6
5224,M,50,US,14
5225,F,22,US,10
5226,F,25,US,1
5227,F,48,US,11
5228,M,24,US,16
5229,,28,US,5
5230,F,48,US,5
5231,F,34,US,24
5232,M,40,US,1
5233,,47,US,1
5234,,42,US,24
5235,,36,US,2
5236,M,29,US,12
5237,M,25,US,2
5238,,33,US,1
5239,M,25,US,10
5240,,46,US,14
5241,F,35,US,6
5242,F,34,US,1
5243,F,36,US,4
5244,M,31,US,12
5245,M,41,US,37
5246,F,25,US,6
5247,,26,US,11
5248,,26,CA,5
5249,F,28,US,7
5250,F,41,US,7
5251,F,23,US,2
5252,M,32,US,5
5253,,34,US,1
5254,F,38,US,9
5255,M,24,US,2
5256,M,29,US,3
5257,M,48,US,11
5258,,23,US,9
5259,F,38,US,8
5260,,44,US,20
5261,F,41,US,8
5262,,23,CA,9
5263,,30,US,3
5264,F,49,US,26
5265,F,47,US,3
5266,,50,US,1
5267,M,31,US,18
5268,,23,US,5
5269,M,51,US,15
5270,M,30,CA,6
5271,M,52,US,17
5272,F,33,CA,1
5273,F,45,US,4
5274,F,34,US,20
5275,,43,US,8
5276,M,23,US,23
5277,,43,US,12
5278,F,48,US,15
5279,F,47,US,3
5280,F,34,US,14
5281,,52,US,1
5282,F,51,CA,2
5283,M,51,US,20
5284,M,25,US,10
5285,F,21,US,6
5286,,28,US,4
5287,,40,US,12
5288,F,47,US,23
5289,,40,US,5
5290,F,25,US,23
5291,M,40,US,2
5292,,49,US,30
5293,,27,US,14
5294,M,25,US,12
5295,M,47,CA,10
5296,M,39,US,18
5297,F,39,US,1
5298,,43,US,2
5299,M,52,US,5
5300,,33,US,17
5301,,44,US,1
5302,F,36,US,21
5303,,41,US,15
5304,,52,US,41
5305,,46,US,8
5306,M,21,US,12
5307,F,47,US,1
5308,F,33,US,7
5309,M,35,US,12
